Country,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Switzerland,Renewable electricity share of total electricity output (%),57.00048394,59.3979566,55.22034675,54.72477064,54.41321538,55.85838135,51.72685722,54.906004,55.67903813,55.5442233,56.72954642,54.09299071,59.47461109,59.19383003,58.01546318,62.19798175
Switzerland,Renewable energy share of Total Energy Produced (%),18.63012414,19.19619247,18.69186012,18.56090731,18.64231442,19.31090915,18.65681068,19.93005169,20.24202047,20.75387289,21.46036384,21.55703291,22.95850279,22.99251967,23.41814723,25.29198368
Tajikistan,Access to electricity (% of total population),98.46774194,98.49528503,99,100,98.73070526,99.3,98.90644836,99.01660919,99.14608002,99,99.46128082,99.63639069,99.1,99.91744995,99.97840881,99.9973526
Tajikistan,Renewable electricity share of total electricity output (%),98.44177722,98.77624809,99.0981571,98.95208674,99.07828513,99.28028087,98.61824624,97.82782668,97.85099399,98.65359558,99.78703985,99.76598103,99.56403912,99.74291557,99.02865469,98.4733714
Tajikistan,Renewable energy share of Total Energy Produced (%),62.41341105,64.07302661,64.15724457,64.60824852,61.42674882,63.7432275,61.57941509,53.80399708,54.61545529,60.57507848,61.8343249,59.98027752,55.07985483,57.9210513,45.75639236,44.65920392
Tanzania,Access to electricity (% of total population),9.620610237,10.24378967,10.85462189,11.1,11.4,12.67366886,13.2957449,13.93578815,11.5,11.2,14.8,14.2,15.3,16.4,18.91017914,18.5
Tanzania,Renewable electricity share of total electricity output (%),86.36731392,94.7935368,96.24911536,95.86310643,60.24565608,50.0140647,41.67633411,60.37284895,60.42378674,55.78991774,51.6875237,39.79972511,32.18822687,29.50681703,42.2897572,34.15409055
Tanzania,Renewable energy share of Total Energy Produced (%),93.72447028,93.2250041,92.48071101,92.38042842,91.72749632,91.00995376,90.90427386,91.35672281,91.04858875,91.64074018,90.3162285,88.51373563,86.35448997,86.62480636,86.67360332,85.71304194
Thailand,Access to electricity (% of total population),82.1,88.23482513,89.26166534,90.2822113,91.30254364,92.32872009,99.14620148,94.42284393,95.50141144,98.96,99.7,98.71641541,99.10862355,99.85569763,99.98166656,99.6
Thailand,Renewable electricity share of total electricity output (%),6.811006804,6.636399141,7.484428463,7.224981408,5.823729191,5.544755176,6.917155584,6.91389195,6.597886397,6.897179131,5.60988453,8.047900199,8.390870733,8.277930019,8.514534749,8.538478848
Thailand,Renewable energy share of Total Energy Produced (%),21.98813771,20.03560455,20.06692794,20.34439559,20.02466822,20.25239594,20.68693834,21.61124189,22.49108604,22.65736722,22.65487764,22.75552404,23.28982035,22.94360746,24.09572604,22.86307013
Togo,Access to electricity (% of total population),16.95623488,19.47834969,21.24183464,22.99903679,24.75601578,26.51883888,27.9,30.08626366,31.90147972,33.7377243,30.79174368,39.7,39.3425827,41.23289871,45.7,45.02854538
Togo,Renewable electricity share of total electricity output (%),57.14285714,40.6504065,57.23684211,70.45454545,44.62365591,40.21164021,42.53393665,52.04081633,75.6097561,75,54.18994413,86.71875,84.68468468,81.72043011,86.20689655,75.30864198
Togo,Renewable energy share of Total Energy Produced (%),77.11207846,82.05981022,78.6685196,74.79323777,76.14208296,77.22433221,79.65953691,79.93935574,76.521934,63.39771059,65.82542063,69.15686118,72.73741885,72.3995414,72.1615066,71.26466714
Trinidad and Tobago,Access to electricity (% of total population),91.29,92.30155182,93.07975006,93.85166168,94.62335205,95.40088654,96.19033051,96.99773407,97.82766724,99,99.29836273,99.73614502,99.93693542,99.99293518,100,100
Trinidad and Tobago,Renewable electricity share of total electricity output (%),0.366367467,0.513819986,0.460666194,0.186422246,0.357698289,0.311703032,0.625869263,0.247524752,0.258698745,0.242254239,0,0,0,0,0,0
Trinidad and Tobago,Renewable energy share of Total Energy Produced (%),0.759098479,0.682711082,0.635677592,0.600807139,0.625189963,0.530753107,0.619433147,0.365885963,0.363114192,0.400455156,0.334349645,0.359608807,0.324047643,0.309722806,0.280380128,0.284205764
Tunisia,Access to electricity (% of total population),94.8,97.3,97.8,98.4,99,99.3,99.4,99.4,99.4,99.5,99.5,99.5,99.5,99.7,99.8,100
Tunisia,Renewable electricity share of total electricity output (%),0.821064553,0.684691011,0.793851871,1.762621789,1.658291457,1.476976542,0.995329607,0.66962661,0.48040103,1.153947023,1.160517957,1.000181851,1.721942307,2.333931777,3.062021559,2.835942265
Tunisia,Renewable energy share of Total Energy Produced (%),14.23478083,14.21999786,14.54668674,14.12645513,13.9206085,14.17724818,14.32012183,14.32192683,14.60928812,16.06999317,12.68783984,13.32762319,13.08440893,13.24921425,12.93362971,12.56235035
Turkey,Access to electricity (% of total population),94.75376892,95.26052094,95.75492859,96.24304962,96.7309494,97.2246933,97.73033905,98.26985168,98.80690002,99.31074524,100,99.91078186,99.98565674,99.99925232,100,100
Turkey,Renewable electricity share of total electricity output (%),24.93876179,19.83784885,26.2488408,25.29431431,30.73099842,24.54246832,25.25368834,19.0318337,17.34772047,19.57836273,26.37778872,25.32684084,27.23051742,28.8231718,20.88719375,31.95662056
Turkey,Renewable energy share of Total Energy Produced (%),17.26660897,18.11179305,17.4591762,16.27997122,16.77239302,15.29810211,14.24548625,12.48459838,12.41549787,13.32838057,14.32649611,12.78061278,12.83168463,13.84754526,11.60788754,13.37423004
Turkmenistan,Access to electricity (% of total population),99.6,99.60073853,99.60073853,99.60051727,99.5998764,99.5998764,99.8413328,99.63609314,99.68326569,99.74977112,100,99.90586853,99.96212006,99.99034119,99.99884796,100
Turkmenistan,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Renewable energy share of Total Energy Produced (%),0.0942309,0.093510016,0.090895029,0.079048491,0.075111705,0.074057722,0.085696893,0.073152525,0.074382295,0.081312147,0.072192893,0.065071312,0.039532208,0.042414307,0.041261664,0.040887886
Uganda,Access to electricity (% of total population),8.40489006,8.6,7.8,10.24390888,10.84839058,8.9,9,12.72113991,13.38385677,10,14.76937103,14.6,16.21496391,13.9,20.4,18.5
Uganda,Renewable electricity share of total electricity output (%),99.60814056,99.61709486,99.64514652,99.65597603,99.88672639,96.38490165,76.67079208,72.29902714,70.83434925,59.60593395,54.84343825,61.11237059,87.00017191,96.26767366,91.35896353,92.95052698
Uganda,Renewable energy share of Total Energy Produced (%),93.90604626,94.15308823,94.31779241,94.2259279,93.92102718,92.80583388,92.4206124,92.30914666,92.28420872,92.43868599,91.60617339,91.09121326,91.26617591,90.75016556,90.22213006,89.05794898
Ukraine,Access to electricity (% of total population),99.37786865,99.43040466,99.47088623,99.50511169,99.53910828,99.8855617,99.63037109,99.8,99.78270721,99.8724823,99.94507599,99.98504639,99.86749117,100,100,100
Ukraine,Renewable electricity share of total electricity output (%),6.58613059,6.972101179,5.559076349,5.143500843,6.474756908,6.670324291,6.686746053,5.39360309,6.138037033,6.979650845,7.091638952,5.745121776,5.663354557,7.800997388,5.587031186,4.381646803
Ukraine,Renewable energy share of Total Energy Produced (%),1.254580066,1.228065196,1.034932885,0.972022203,1.189750498,1.251230562,1.734517081,2.386959327,2.724868325,2.963282591,2.882713434,2.738518,2.857634591,3.488733284,3.499746218,4.144318039
United Arab Emirates,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Arab Emirates,Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0.094142456,0.258307016,0.232401112
United Arab Emirates,Renewable energy share of Total Energy Produced (%),0.076377173,0.064705856,0.066607545,0.066360533,0.100562138,0.105394829,0.117608668,0.114585957,0.110343115,0.106410818,0.108121925,0.108040123,0.104984898,0.111770805,0.145671401,0.137108046
United Kingdom,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Kingdom,Renewable electricity share of total electricity output (%),2.663105175,2.497332413,2.893173338,2.684947302,3.613032166,4.283481612,4.602089317,5.01029338,5.677052205,6.766808463,6.812813426,9.489053101,11.42396018,14.98848014,19.26285368,24.84005042
United Kingdom,Renewable energy share of Total Energy Produced (%),0.961901516,0.852867466,0.970071248,0.934980337,1.13725833,1.352279738,1.553919991,1.839650772,2.782791914,3.383031663,3.638918262,4.401118621,4.751257619,6.015780949,7.395220456,8.711685574
United States,Access to electricity (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United States,Renewable electricity share of total electricity output (%),8.205996942,6.783992314,8.646361178,8.889376121,8.630185532,8.578465534,9.244631183,8.367763936,9.003541347,10.29184507,10.12035515,12.22571352,12.00739706,12.63791912,12.95382709,13.22859321
United States,Renewable energy share of Total Energy Produced (%),5.429623689,4.67857121,4.840779184,5.326282274,5.477656518,5.841090873,6.396513971,6.304128198,6.845540835,7.354404755,7.505172055,8.164451646,8.481450408,8.713261573,8.754308954,8.716935867
Uruguay,Access to electricity (% of total population),98.00775146,98.09456635,98.16932678,98.23783112,98.3061142,98.38021851,98.505426,98.692636,98.784355,98.83069611,98.98948669,99.17,99.34907532,99.611808,99.657085,99.70948
Uruguay,Renewable electricity share of total electricity output (%),93.38429099,99.79459459,99.67725143,99.87177993,81.5847645,87.50325436,64.87448816,87.05707617,60.90774319,68.73801737,87.6216462,72.04176334,61.74388978,80.85234094,90.72608529,88.55895197
Uruguay,Renewable energy share of Total Energy Produced (%),38.80270713,40.95104918,43.03947801,43.11227326,38.31793557,39.90875304,35.65630137,41.46267009,43.27519393,45.2937671,52.8186125,48.84249423,46.9248622,50.74627302,55.39133872,58.02204118
Uzbekistan,Access to electricity (% of total population),99.63301849,99.67003632,99.7,99.71368408,99.73215485,99.75644684,99.4900961,99.84310913,99.9029541,99.95549774,99.98669434,99.99790955,99.99990845,100,100,100
Uzbekistan,Renewable electricity share of total electricity output (%),12.54481052,12.54560997,12.54512269,15.42510121,18.02,17.54065041,17.98900236,13.07456588,22.99595142,18.67867868,20.9787234,19.54198473,21.35238095,21.32841328,21.35379061,20.65293296
Uzbekistan,Renewable energy share of Total Energy Produced (%),1.224016415,1.219110722,1.188714495,1.525051565,1.853285428,1.86245555,1.934647247,1.354334375,2.328602624,2.219765403,2.64349718,2.246520656,2.380965421,2.874228061,2.896783513,2.9701787
"Venezuela, RB",Access to electricity (% of total population),98.48568726,98.50479126,98.51154327,98.51200867,98.51226044,98.51834869,98.53634644,98.5723114,98.63079834,98.71030426,98.80784607,98.84,99.04496765,99.17855072,99.31814575,99.46073914
"Venezuela, RB",Renewable electricity share of total electricity output (%),73.74840215,67.06798788,64.81513739,65.83572609,71.10459453,73.28342063,73.89831736,72.72225822,72.79395123,71.88660311,67.49000132,70.9302227,67.41140786,67.8345242,68.26270423,63.6950421
"Venezuela, RB",Renewable energy share of Total Energy Produced (%),14.66337621,13.39179968,12.88405319,12.96030028,13.75637703,13.50412659,15.44307079,16.51935632,13.40273964,13.64699869,11.43601466,13.52549225,12.24420101,14.41997394,12.3158343,12.84157855
Vietnam,Access to electricity (% of total population),86.23987579,87.36188507,89.1,89.57492828,90.67808533,96.1,96,94.04686737,95.20825958,96.1,97.59113312,99,100,100,99.2,100
Vietnam,Renewable electricity share of total electricity output (%),54.78332894,59.49424987,50.83808247,46.39218082,38.55958796,31.67399732,33.84358521,34.49438873,35.48149763,36.13225128,29.14028008,39.46018141,45.01921899,41.66200202,42.98140651,36.7320577
Vietnam,Renewable energy share of Total Energy Produced (%),57.96370073,56.35774932,52.41332939,51.02385557,45.98952382,44.35696306,44.46111764,42.10217794,39.4589931,37.16681368,34.79589882,36.52695938,38.11436603,37.39155073,37.03547263,34.99856984
"Yemen, Rep.",Access to electricity (% of total population),49.95866394,51.26311111,52.55521011,53.84102631,49.59,56.41805649,55.80033463,59.04270935,60.38653946,61.75139999,63.13428116,64.53218079,65.94210052,75.6,66.1,70.21390533
"Yemen, Rep.",Renewable electricity share of total electricity output (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yemen, Rep.",Renewable energy share of Total Energy Produced (%),1.151250455,1.070388658,1.061279214,0.926932534,0.911826488,0.894497135,0.931596159,0.936411687,0.899876796,0.862384217,0.963571052,1.139321803,1.332788126,0.93193693,0.974200975,2.276416687
Zambia,Access to electricity (% of total population),16.7,19.4985199,17.4,18.5,20.3,21.27788544,21.7373333,18.5,22.71468544,23.23564911,22,24.3286438,24.89466667,25.46970177,27.9,31.1
Zambia,Renewable electricity share of total electricity output (%),99.38445755,99.37051492,99.37446339,99.37417258,99.43582511,99.40689346,99.86573022,99.8755574,99.87413468,99.87870211,99.87557427,99.86954253,99.85446313,99.85714286,97.16302242,96.99382395
Zambia,Renewable energy share of Total Energy Produced (%),89.99074144,89.80940341,89.64660086,89.35847437,89.50472861,89.00025618,89.84288374,92.9614092,92.18257942,92.08655998,92.10429746,90.89960814,88.63232944,88.47620857,88.03403729,87.98545236
Zimbabwe,Access to electricity (% of total population),33.59741974,33.83086777,34.2,34.26678467,34.48138046,34.70182037,37.2,35.18447876,35.45730972,43.36908187,36.06305695,36.9,36.72887802,37.07681274,32.3,33.7
Zimbabwe,Renewable electricity share of total electricity output (%),45.66118656,37.50316216,44.35775009,60.73417434,56.6004733,52.43225944,67.88312014,71.57313707,75.89508197,75.64120148,68.00923254,57.85590278,60.39334999,53.93939394,55.60542589,52.72427644
Zimbabwe,Renewable energy share of Total Energy Produced (%),69.25877712,71.53027289,74.29460119,77.82673668,81.58156175,80.15037605,78.64763889,78.08014111,82.03198223,83.15371127,82.8795412,79.57422657,78.01970206,79.56109383,81.0492915,81.79780855
